Reporting Year,Building ID,MapLot,Year Added,Annual Report Received,Report Type,Buildings Included,Parent Building ID,Assessor Address,Address Point GIS,Property Type,Primary Property Type - Self Selected,Year Built,Property GFA - Self Reported (ft2),Grantee,Co_grantee,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2)
2017,106-26,204-147,2015,Yes,Parent,"106-26, 106-49, 106-46, 106-32, 106-31, 106-28",,181 Walden St,"68 Lincoln Way
Cambridge, MA
(42.387989683, -71.129294874)",Residential,Multifamily Housing,1950,105728,Cambridge Affordable Presidential,Apartments LLC.,80,520593,1776263,45338,4533800,,,,,,,,,100486,6652921,6825310,63,65,10680815,10835193,101,103,422,4,4749,45
2017,489-10,121-6,2015,Yes,Single,,,1010 Massachusetts Ave,"1010 Massachusetts Ave
Cambridge, MA
(42.369462516, -71.111630052)",Residential,Multifamily Housing,1900,41488,Massachusetts Institute Of Technology,,80,164280,560524,31066,3106641,,,,,,,,,,3667165,3887042,88,94,5022018,5252889,121,127,213,5,1753,42
2017,468-10,9-61,2015,Yes,Single,,,25-27 Land Blvd,"25 Land Blvd
Cambridge, MA
(42.372384474, -71.106256873)",Nonresidential,Hotel,2003,153627,"Cambridge Hotel, LLC.",C/O Marvin F. Poer & Company,34,2414526,8238365,150407,15040664,,,,,,,,,,23279030,23872713,152,155,41661164,42284532,271,275,1503,10,6645,43
2018,392-18,80-165,2015,Yes,Child,"392-13, 411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",,427 Windsor St,"437 Windsor St
Cambridge, MA",Multifamily Housing,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Peabody Properties Inc.,65,261771.6,893164.7,34450.86678,3445086.7,,,,,,,,,,4338251.4,4485819.7,84.5,4485819.7,6421878.1,6594912,125.1,6594912,251.5,4.9,2248.6,43.8
2018,78-2,267F-296,2016,No,Single,,,68 Moulton St,"68 Moulton St
Cambridge, MA",,,,,"Rhad, Llc",,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,266-6,157-69,2015,Yes,Single,,,11-19 Oxford St,"1545 Massachusetts Ave
Cambridge, MA",College/University,College/University,1907,271522,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,2207932.4,7533466.2,61213.7631,6121376.3,,,,,,,9875176.3,5712838.4,,29242857.1,29076526.6,107.7,29076526.6,46830484.6,46684850.5,172.5,46684850.5,1802.5,6.6,1230.7,4.53
2017,318-18,159-1,2015,Yes,Single,,,1341 Massachusetts Ave,"11 Harvard Yard
Cambridge, MA
(42.374435242, -71.118689627)",Nonresidential,Office,1718,20315,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",66,104400,356213,1343,134346,,,,,,,277306,1204041,,1971907,2052577,97,101,2985391,3086491,147,152,132,7,140,7
2016,9-3,267.1-274,2016,No,Single,,,195 Concord Tpk,"195 Concord Tpke
Cambridge, MA
(42.399623213, -71.148608857)",Nonresidential,,,,"Martignetti, Carmine A., Et Al Trs","C/O Cam 195 Concord Tpk, Llc &",,,,,,,,,,,,,,,,,,,,,,,,,,
2018,245-11,257-47,2015,Yes,Child,"245-2, 245-4, 245-3, 245-50, 245-6, 245-9, 245-38, 245-11",,676-694 Huron Ave,"57 Fresh Pond Pl
Cambridge, MA",Multifamily Housing,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",,62,694162.1,2368481.4,6035.402316,603540.2,,,,,,,,,,2972021.7,3036748.3,51.4,3036748.3,8070749,8211986.7,139.5,8211986.7,213.7,3.7,371.8,6.42
2017,411-5,80-165,2015,Yes,Child,"392-13, 411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",,427 Windsor St,"2 Harrington Ter
Cambridge, MA
(42.3722792, -71.094679758)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Peabody Properties Inc.,67,247973,846085,35211,3521122,,,,,,,,,,4367207,4538791,85,88,6353885,6492368,124,126,259,5,2432,47
2016,243-24,157-62,2016,Yes,Single,,,33 Everett St,"33 Everett St
Cambridge, MA
(42.379922226, -71.117106715)",Nonresidential,Other,1970,31990,Lesley College,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,439-6,133-50,2015,No,Single,,,24 Arrow St,"16 Arrow St
Cambridge, MA
(42.370925156, -71.11418039)",Nonresidential,,,,Roman Catholic Archbishop Of Boston,Corporation Sole,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,69-32,267F-293,2015,No,Single,,,625 Concord Ave,"10 Moulton St
Cambridge, MA",,,,,"Cv Portfolio West Cambridge, Llc,",C/O Raytheon Bbn Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,558-20,119-65,2015,Yes,Single,,,401 Franklin St,"411 Franklin St
Cambridge, MA
(42.36645166, -71.108390535)",Residential,Multifamily Housing,1973,27409,Franklin Street Associates,% Alcourt Management Corp,1,681443,2325082,71724,7172365,,,,,,,,,,9497447,9947925,347,363,14831741,15304742,541,558,559,20,2803,102
2018,718-5,100-62,2015,Yes,Parent,"718-5, 718-6, 718-7",,727 Memorial Dr,"748 Memorial Dr
Cambridge, MA",Other - Mall,Other - Mall,1948,62555,New Creek Llc,C/O Kimco Realty Corp,,1941079.4,6622963.8,35830.87072,3583087.1,,,,,,,,,,10206050.9,10405832.5,163.2,10405832.5,24558347.9,24768118.5,392.6,24768118.5,698.1,11.2,1220.8,19.52
2017,59-44,268A-40,2015,No,Child,"59-32, 59-34, 59-43, 59-44, 59-45, 59-49",,324 Rindge Ave,"320 Rindge Ave
Cambridge, MA
(42.393680415, -71.136988223)",Residential,,,,"The Brickworks, LLC.","C/O The Dolben Company, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
2018,76-26,267F-301,2015,Yes,Parent,"76-26, 76-3",,591 Concord Ave,"10 Fawcett St
Cambridge, MA",Office,Office,1982,131526,"Ag Fawcett, Llc",C/O Griffith Properties Llc,91,1709771.3,5833740.4,5276.548429,527654.8,,,,,,,,,,6361395.3,6449742.5,48.4,6449742.5,18871982.5,19093782.2,143.5,19093782.2,475.3,3.6,2181.2,16.58
2018,703-6,54-28,2015,Yes,Single,,,269 Vassar St,"229 Vassar St
Cambridge, MA",College/University,College/University,2002,191190,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1823713.9,6222512.7,,,,,,,,,3780827,13654584.3,,23657924,,123.7,,39746542.9,,207.9,,1583,8.3,3580.9,18.73
2017,439-4,133-23,2015,Yes,Single,,,8-10 Arrow St,"14 Arrow St
Cambridge, MA
(42.371067626, -71.114571066)",Nonresidential,Office,1860,66000,"Dowse, Granton H., Jr.,",Irene A. M. Dowse & Leonard,94,454915,1552169,15664,1566445,,,,,,,,,,3118614,3200537,47,49,6518577,6513039,99,99,216,3,830,13
2016,668-11,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"77-R Massachusetts Ave
Cambridge, MA
(42.35900375, -71.093475332)",Nonresidential,College/University,1928,26705,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,451261.9,1539705.8,,,,,,,,,4804162.8,4181388.9,,10525257.5,,394.1,,14669221.7,,549.3,,679.8,25.5,252.1,
2016,747-9,60-6,2015,Yes,Single,,,500 Memorial Dr,"476 Memorial Dr
Cambridge, MA
(42.354951724, -71.100002954)",Nonresidential,College/University,1976,114930,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,761039.9,2596668.4,926.99999,92700,,,,,,,,5058976.6,,7748345,,67.4,,14337030.6,,124.7,,592,5.2,3613.1,
2017,549-21,27-86,2016,Yes,Single,,,205 Bent St,"173 Bent St
Cambridge, MA
(42.367162369, -71.082276789)",Nonresidential,Data Center,1938,5600,"Lohnes, Paul R., Tr. Of The Alexander",Graham Bell Trust,,103038,351566,,,,,,,,,,,,351566,351566,63,63,1103917,1103917,197,197,30,5,2,0
2018,668-13,52A-21,2015,Yes,Single,,,60 Vassar St,"105-R Massachusetts Ave
Cambridge, MA",College/University,College/University,1965,183169,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,6667642,22749997.4,73,7300,,,,,,,21563159.8,36758493,,81078950.2,,442.6,,137227794.3,,749.2,,5321.8,29.1,1877.9,10.25
2016,734-1,66-152,2016,No,Single,,,9-13 Grove Ave,"240 Sidney St
Cambridge, MA
(42.356734711, -71.106572221)",Residential,,,,"Sidney Grove Llc,","C/O Morris & Morse Company, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
2018,695-1,68-77,2015,No,Single,,,26 Landsdowne St,"26 Landsdowne St
Cambridge, MA",,,,,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,750-5,63-134,2015,Yes,Single,,,595 Memorial Dr,"575 Memorial Dr
Cambridge, MA
(42.353532487, -71.105235322)",Nonresidential,Hotel,1976,347195,Hmc Cambridge LLC,C/O Host Hotels And Resorts,27,5826476.3,19879939.6,287423.99351,28742399.4,,,,,,,,,,48622338.9,48437750.9,140,139.5,92602529.6,92124107.9,266.7,265.3,3449.9,9.9,15839,45.62
2018,597-2,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",,108 Harvard St,"150 Harvard St
Cambridge, MA",Multifamily Housing,Multifamily Housing,1942,200075,Cambridge Housing Authority,,44,1111050.9,3790906,144050.0012,14405000.1,,,,,,,,,106946,18560805.9,19411362,92.8,19411362,28174480.3,28286935.1,140.8,28286935.1,1083.8,5.4,12571.8,62.84
2018,376-1,160-57,2016,Yes,Single,,,24 Brattle St,"11 JFK St
Cambridge, MA",Other - Mall,Other - Mall,1900,43444,Harvard Collection Llc,"C/O Equity One, Inc. Attn: Controller",,359201,1225593.8,17244.99931,1724499.9,,,,,,,,,,2950093.7,3047291.4,67.9,3047291.4,5659089.5,5747693.4,130.3,5747693.4,185.6,4.3,572.9,13.19
2018,595-3,122-184,2015,Yes,Child,"595-1, 595-4, 595-3, 595-2",,1-13 Putnam Gdns,"64 Magee St
Cambridge, MA",Multifamily Housing,Multifamily Housing,1954,126002,"Putnam Gardens, Llc",,94,552784.9,1886102.4,49991.99782,4999199.8,,,,,,,,,,6885302.2,7046587.2,54.6,7046587.2,11171521.4,11340870.7,88.7,11340870.7,410.1,3.3,905.1,7.18
2018,746-4,63-132,2015,Yes,Single,,,325 Vassar St,"325 Vassar St
Cambridge, MA",Laboratory,Laboratory,1950,52520,"Bmr-325 Vassar Street Llc,",C/O Paradigm Tax Group,,1508520,5147070.7,73665.996,7366599.6,,,,,,,,,,12513670.3,12824765.6,238.3,12824765.6,23896731.6,24223381.7,455,24223381.7,785.9,15,1249.8,23.8
2017,672-3,48-129,2015,Yes,Single,,,40 Ames St,"25 Carleton St
Cambridge, MA
(42.360763306, -71.086399469)",Nonresidential,College/University,1982,101813,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1908130,6510540,61,6100,,,,,,,13063656,2651874,,22232170,,218,,36703469,,361,,1421,14,9729,96
2016,396-10,162-54,2016,No,Single,,,57 Jfk St,"57 JFK St
Cambridge, MA
(42.372025449, -71.120636322)",Nonresidential,,,,Crimson Galeria Limited Partnership,C/O Raj Dhanda,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,668-3,52A-21,2015,Yes,Single,,,60 Vassar St,"33-R Massachusetts Ave
Cambridge, MA",College/University,College/University,1916,160124,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,2635796,8993337.2,,,,,,,,,14635715.2,25595778.3,,49224830.8,,307.4,,73667567.2,,460.1,,3160.4,19.7,1636.1,10.22
2018,8-6,184-197,2015,Yes,Parent,"8-6, 8-9",,35-55 Clarendon Ave,"50 Churchill Ave
Cambridge, MA",Multifamily Housing,Multifamily Housing,1973,128927,Cambridge Housing Authority,,24,1061969.9,3623441.7,86129.00448,8612900.4,,,,,,,,,49255.4,12404401.4,12779960.2,96.2,12779960.2,20948858.4,20983684.9,162.5,20983684.9,748.2,5.8,6849.2,53.12
2018,658-4,71-56,2015,Yes,Single,,,700 Main St,"1 Portland St
Cambridge, MA",Laboratory,Laboratory,2013,229330,"Mit 650 Main Street, Llc",,,11596019.4,39565623,458600.9934,45860099.3,,,,,,,,,,85425722.3,86128605.5,372.5,86128605.5,172389160.4,172618138.5,751.7,172618138.5,5469.4,23.8,9633,42
2018,206-7,213-2A,2015,Yes,Child,"206-10, 206-5, 206-4, 206-1, 206-9",,52-70 Linnaean St,"64 Linnaean St
Cambridge, MA",Residence Hall/Dormitory,Residence Hall/Dormitory,1938,218516,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1293216.7,4412455.8,162412.9915,16241299.2,,,,,,,,,,20653755,,94.5,,30908475.3,,141.4,,1201,5.5,7274.1,33.29
2016,366-18,135-123,2015,Yes,Single,,,10 Ware St,"10 Ware St
Cambridge, MA
(42.372617858, -71.113009928)",Nonresidential,Office,1933,90277,New England Telephone & Telegraph Co.,State And Local Taxes,1,5117135.4,17459668.1,38150.99836,3815099.8,,,,,,,,,,21274767.9,21197545.8,235.7,234.8,58829212.7,58748129.4,651.7,650.8,1891.8,21,2084,23.08
2018,668-37,52A-21,2015,Yes,Single,,,60 Vassar St,"70 Vassar St
Cambridge, MA",College/University,College/University,1969,102833,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1704005.3,5814066.8,66.999984,6700,,,,,,,8633425.3,21260363,,35714555.1,,347.3,,52473720.3,,510.3,,2312.8,22.5,1059.8,10.31
2018,672-8,48-129,2015,Yes,Single,,,40 Ames St,"45 Carleton St
Cambridge, MA",College/University,College/University,1982,156676,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,4244567.6,14482466.4,53.0000075,5300,,,,,,,13233611.6,23620902,,51342279.9,,327.7,,87131036.7,,556.1,,3376.5,21.6,41.5,0.26
2018,476-2,132-97,2015,Yes,Child,"476-7, 476-2",,8-10 Mt Auburn St,"8-A Mt Auburn St
Cambridge, MA",Multifamily Housing,Multifamily Housing,1987,46755,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,517067.9,1764235.9,4643.264626,464326.5,,,,,,,,,,2228562.4,,47.7,,6027243.5,,128.9,,159.9,3.4,1347.9,28.83
2018,42-10,267.4-288,2015,Yes,Single,,,125 Cambridgepark Dr,"125 Cambridgepark Dr
Cambridge, MA",Office,Office,1984,184935,Spus7 125 Cambridgepark Lp,C/O Cbre-New England,76,3458976.8,11802030.3,39337.00157,3933700.2,,,,,,,,,,15735730.4,15966403.8,85.1,15966403.8,41188760.2,41430967.2,222.7,41430967.2,1113.8,6,875.3,4.73
2016,552-6,11-40,2015,Yes,Single,,,43-57 Cambridge Pkwy,"55 Cambridge Pkwy
Cambridge, MA
(42.365695808, -71.075502585)",Nonresidential,Office,1985,283686,"55 Cambridge Parkway, LLC",,68,5555627.1,18955802,,,,,,,,,,,,18955802,18677079.8,66.8,65.8,59521218.3,58646030.5,209.8,206.7,1833.9,6.5,2904.4,10.24
2018,411-14,80-165,2015,Yes,Child,"392-13, 411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",,427 Windsor St,"1 Harwell Dr
Cambridge, MA",Multifamily Housing,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Peabody Properties Inc.,65,261771.6,893164.7,34450.86678,3445086.7,,,,,,,,,,4338251.4,4485819.7,84.5,4485819.7,6421878.1,6594912,125.1,6594912,251.5,4.9,2248.6,43.8
2017,665-17,92-126,2015,Yes,Single,,,91 Sidney St,"91 Sidney St
Cambridge, MA
(42.36065826, -71.10217387)",Residential,Multifamily Housing,1999,159108,Massachusetts Institute Of Technology,,8,2040605,6962546,52343,5234261,,,,,,,,,,12196806,12490328,77,79,27358367,27663008,172,174,873,6,5883,37
2016,46-3,267.3-28,2015,Yes,Parent,"46-3, 46-10, 46-9",,89 Blanchard Rd,"87 Blanchard Rd
Cambridge, MA
(42.393815917, -71.158080254)",Residential,Multifamily Housing,1974,79000,"Di Giovanni, Vincent A.","Antonio Di Giovanni, Trs Of",,,,,,,,,,,,,,,,,,,,,,,,,,
2018,74-28,181-88,2015,No,Single,,,2067 Massachusetts Ave,"2067 Massachusetts Ave
Cambridge, MA",,,,,Henderson Carriage Limited Partnership,C/O H.J. Davis Development Trust,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,266-14,157-69,2015,Yes,Single,,,1525-1587 Massachusetts Ave,"1515 Massachusetts Ave
Cambridge, MA
(42.377008023, -71.119838041)",Nonresidential,Fitness Center/Health Club/Gym,1940,35772,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,414180,1413181,7370,737008,,,,,,,1217621,2439270,,5807080,5906570,162,165,9363408,9492788,262,265,386,11,1583,44
2017,245-62,257-47,2015,Yes,Child,"245-34, 245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",,676-694 Huron Ave,"17 Fresh Pond Pl
Cambridge, MA
(42.380007083, -71.153242189)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",,100,85390,291352,4244,424398,,,,,,,,,,715750,742792,12,13,1360462,1398931,24,24,47,1,172,3
2018,387-6,242-38,2015,No,Child,"387-14, 387-22, 387-12, 387-23, 387-21, 387-18, 387-3, 387-6, 387-5, 387-24, 387-10, 387-8, 387-17, 387-25, 387-20, 387-39, 387-32, 387-28",,178 Coolidge Hill,"178 Coolidge Hill
Cambridge, MA",,,,,Shady Hill School,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,325-6,137-42,2015,Yes,Single,,,471 Broadway,"1730 Cambridge St
Cambridge, MA
(42.375308627, -71.113166623)",Nonresidential,College/University,2005,98924,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,838645.8,2861459.9,4184.222205,418422.2,,,,,,,1882497.4,1890500.8,,7052880.4,,71.3,,13581175,,137.3,,523.8,5.3,518.2,5.24
2016,59-19,268A-32,2015,Yes,Child,"59-16, 59-27, 59-25, 59-22, 59-19, 59-42 ,59-40, 59-39, 59-38, 59-37, 59-36, 59-31, 59-28",,324 Rindge Ave,"6-A Jefferson Pk
Cambridge, MA
(42.393451893, -71.135204359)",Residential,Multifamily Housing,1952,207765,Cambridge Housing Authority,,63,1111397.9,3792090,125225.0028,12522500.3,,,,,,,,,93191,16632557.9,16594658.7,80.1,79.9,25373755.5,25334596.6,122.1,121.9,1062.8,5.1,16211.8,68.57
2016,318-11,159-1,2015,Yes,Single,,,1341 Massachusetts Ave,"22 Harvard Yard
Cambridge, MA
(42.374586009, -71.118650496)",Residential,Residence Hall/Dormitory,1925,10343,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",85,36399.6,124195.4,1062.981524,106298.2,,,,,,,,600562.4,,831056,825395,80.3,79.8,1224087.9,1217277.5,118.3,117.7,57.5,5.6,297.2,
2018,699-22,54-19,2015,Yes,Single,,,270 Albany St,"280 Albany St
Cambridge, MA",Laboratory,Laboratory,1992,1656,"Bmr-270 Albany Street Llc,",C/O Paradigm Tax Group Llc,,30119,102766,1333.999997,133400,,,,,,,,,,236166,246167.2,142.6,246167.2,462755.3,476129.8,279.4,476129.8,15,9.1,3,1.8
2017,688-1,68-47,2015,Yes,Parent,"688-1, 688-3, 688-5",,254 Massachusetts Ave,"250 Massachusetts Ave
Cambridge, MA
(42.361469868, -71.097145577)",Nonresidential,Laboratory,2003,527874,Novartis Institutes For,"Biomedical Research, Inc.",,23968473,81780439,217217,21721689,,,,,,,,,,103502128,102966923,196,195,279598352,277917807,530,527,8141,15,19230,36
2017,584-1,107-135,2016,Yes,Single,,,689 Massachusetts Ave,"689 Massachusetts Ave
Cambridge, MA
(42.365885091, -71.104465358)",Nonresidential,Office,1904,34022,Unitarian Universalist,Service Commitee Inc.,95,268307,915463,4041,404053,,,,,,,,,,1319515,1363295,39,40,3298809,3344777,97,98,100,3,177,5
2018,253-7,157-69,2015,Yes,Single,,,11-19 Oxford St,"24 Everett St
Cambridge, MA",Residence Hall/Dormitory,Residence Hall/Dormitory,1950,22245,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",88,103456.6,352993.8,4116.517364,411651.7,,,,,,,,794229.4,,1558875,1611333.1,70.1,1611333.1,2496125.6,2562769.5,112.2,2562769.5,101.7,4.6,198.9,8.94
2017,616-6,91-118,2016,No,Single,,,515 Massachusetts Ave,"515 Massachusetts Ave
Cambridge, MA
(42.36431843, -71.10187986)",Nonresidential,,,,"S-Bank Cambridge, LLC","C/O Cardinal Capital Partners, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,597-15,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",,108 Harvard St,"111 Washington St
Cambridge, MA
(42.364942237, -71.096352763)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
2016,188-3,208-3,2016,Yes,Single,,,79 Garden St,"79 Garden St
Cambridge, MA
(42.38305134, -71.127706326)",Nonresidential,Office,2006,27148,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,59-38,268A-32,2015,Yes,Child,"59-16, 59-27, 59-25, 59-22, 59-19, 59-42 ,59-40, 59-39, 59-38, 59-37, 59-36, 59-31, 59-28",,324 Rindge Ave,"125 Jackson Pl
Cambridge, MA
(42.392047466, -71.135065687)",Residential,Multifamily Housing,1952,207765,Cambridge Housing Authority,,63,1111397.9,3792090,125225.0028,12522500.3,,,,,,,,,93191,16632557.9,16594658.7,80.1,79.9,25373755.5,25334596.6,122.1,121.9,1062.8,5.1,16211.8,68.57
2018,534-1,32-53,2015,Yes,Single,,,117 Sixth St,"320 Charles St
Cambridge, MA",Laboratory,Laboratory,1952,99513,"Bmr-320 Charles Llc,",,,2459712.5,8392540,224621.9814,22462198.1,,,,,,,,,,30854738.1,30770440.9,310.1,30770440.9,49937883.6,49673190.5,501.8,49673190.5,1836.5,18.5,2038.4,20.48
2018,241-6,144-1,2015,Yes,Single,,,2 Oxford St,"38 Oxford St
Cambridge, MA",College/University,College/University,1959,145233,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,734217,2505148.8,20196.74295,2019674.3,,,,,,,,,,4524823.1,4642359.8,31.2,4642359.8,9986825.3,10110238.8,68.8,10110238.8,299.3,2.1,,
2016,610-3,43A-28,2015,Yes,Single,,,545 Technology Sq,"200 Technology Sq
Cambridge, MA
(42.363494794, -71.091186724)",Nonresidential,Office,1962,177161,"MIT Real Estate, LLC","C /O Are-Tech Sq, Llc/ MIT Real Estate",1,8899764.2,30365999.3,293091.4505,29309145,,,,,,,,,,59675144.3,59386385.9,336.8,335.2,126123840.1,125820643.8,711.9,710.2,4494.5,26.7,7523,
2017,411-1,80-165,2015,Yes,Child,"392-13, 411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",,427 Windsor St,"6 Harrington Ter
Cambridge, MA
(42.3722072, -71.094468258)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Peabody Properties Inc.,67,247973,846085,35211,3521122,,,,,,,,,,4367207,4538791,85,88,6353885,6492368,124,126,259,5,2432,47
2016,184-4,208-15,2015,Yes,Child,"184-1, 184-2, 184-3, 184-8, 184-4, 184-5, 184-6, 184-7, 188-2, 188-1",,4-46 Fernald Drive,"38 Fernald Dr
Cambridge, MA
(42.3829635, -71.126373199)",Residential,Multifamily Housing,1949,202814,President & Fellows Of Harvard College,C/O Harvard Resl Estate Inc,97,639458.7,2181833.5,79404.3948996,7940439.5,,,,,,,,,,10122273,10092072.4,49.9,49.8,15188418.6,15134505.4,74.9,74.6,632.8,3.1,4905.2,24.19
2016,549-15,27-70,2016,Yes,Single,,,190 Fifth St,"190 Fifth St
Cambridge, MA
(42.367539625, -71.084005058)",Nonresidential,Other - Technology/Science,1925,28600,Bass Rocks Realty LLc,,,,,,,,,,,,,,,,,,,,,,,,,,,
